date,income,term,interest,principal,approved,adj_bls_2,id,race_asian,race_black,race_hispanic/latino,race_other,race_white,gender_female,gender_male,gender_non-binary,zip_60611.0,zip_60614.0,zip_60615.0,zip_60623.0,zip_60625.0,zip_60626.0,zip_60637.0,type_auto,type_home,type_personal
2013-12-01,79456.0,72.0,b'gAAAAABijUOs0-94xXGjKTf-Y3mDA-cSdQu97btjDXQVat7A9ZvFMpBrsyzgRBPt52phg6O88tdQ1QkEIsODd0oxyhLl_cK35d6NIsnV0bhtW_VND1QxoMw=',b'gAAAAABijUOsG8e94_IBLvinV0iHXThFhExyqDywOM5rQBwHWfrh5-bqLcgg06bK6bidPD165p260lvGWUJXEtoKvTUaYZCSZQ==',False,0.09,AP201312-3-64,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2018-11-01,71447.0,360.0,b'gAAAAABijUOspn3i2Vzk701xRu7712zNd2pxyskTUJ6DqLXNlllwIGu04BiKwK-Mo0yIJNNW164qnEAfnfKp7VPPF1iQydU7nWE2K20EpXeiXkj4Tk8d4mo=',b'gAAAAABijUOsV8L0HkmJWuajbpOfuIruOAK8OluibaJqBBl6rBruMXm2tmhp0p52oN3eX_jbKY4-lmbo5Ed1ooxhAF3pnJBsrA==',True,2.2,AP201811-1-30,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2016-11-01,27459.0,360.0,b'gAAAAABijUOsLCz_rRqscPZ0ydc0HR1EXPo17xIvbe3H7q6nbuDS88d97_Ic_ZatcGm1rKHrJQN0fOoJFKeltBXd8MYnHK5JhfGZFBJnIjeItJR-g7187Dc=',b'gAAAAABijUOs9tTUgdR6WZ1AK3GCZhsJwhSTXPbeaUjve4lsQaS54JCy6y4AyHJBa3HWyFxJeZaG9OmWlYIbQVjW5Jd5NzIOJg==',True,0.41,AP201611-0-33,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2013-01-01,120492.0,72.0,b'gAAAAABijUOslzFfwlBbureluTcmrzaDPEhOWMfBBEEDZv_OnUUN6l1I-Sb11-q2lNhZ6GDADhN-ORxe7UPo6GCjzMdLk10zyFsxJV2VVvmpbwFUFW5zRIM=',b'gAAAAABijUOsv9jf9lJponH163-1F7pzkIIdwJtk_ezdDqct8tSIJTiPmdrxd9WuY3iO6Pf2VvbEz2p_U6u9iAlZ87R9L1Klsw==',True,0.14,AP20131-0-88,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2016-05-01,38966.0,84.0,b'gAAAAABijUOsoyBBCzK-toDO5Dw8OmaWtUQDloTV_A1nVyAjHcISv_kNzzmKdjHydlFAZsEPz112rY__g3eSeJJ2WEHgUVSmJUVyrRlMsE5pNSnIMLoN3IU=',b'gAAAAABijUOsM7x7S2GTcEXhvcTuqdKHuTWWSKgEDcW0v1c0IwQ9pHjPQv1sfTXXhky8Nb_-Ahx24XUWC-jmAAEdOVyxnTuKPw==',False,0.37,AP20165-1-59,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
2018-05-01,35276.0,84.0,b'gAAAAABijUOs1jvoukr3cLEISXsVGZNC7ydC4XH48PmGfkLUDzNUrMix5lYbanyMmyKOIsIEgnjTAMtH_Nz2JCM-GQW18FILBM3hOUrBODVL-m6DvaUR6Xs=',b'gAAAAABijUOs7vQ4wn7GWYb3DRUB174t6se-gPUNZSFZA6OV0kOusooiL58XT87xEcV5BH-o5Nukmj7ThR87cASklGJyA21-GA==',False,1.7,AP20185-0-28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2018-09-01,6819.0,180.0,b'gAAAAABijUOsbXmDQMmrm4lRiXS4QwhX0j75AkqQgB1_LeZU5C0_B8Ye-UZT1i9rWVTcyyQGvtKSRrbe0p9B11xuztHJTn4PHjBXFjHKzvRRF1-Ca8Adbko=',b'gAAAAABijUOs6Cb8lS0QKhmP-m80y8PAenbGCBqGwqrpjsFBcK-FxlA92JEob46tcB2ywiQyMilH97qdRkDThm80VtAuCgTYyg==',False,1.95,AP20189-2-32,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2013-05-01,50864.0,60.0,b'gAAAAABijUOs0ahUdCY30EFGVByv8FeSzEZ8JuwmxoC2I4vsZmV4ehKqQM0YaOBrxIL9GJFVko0egoPpzJzH0YgNwMrL2-XvjnSCFusfLQXyLDduaVUUCls=',b'gAAAAABijUOsk_304HRUNBXOrHvvEvWEGwGzFP8RkOXvJVYD9axhxOLaeEZpzyhtMH64vDZ8jfrZWatbFRNF7hDDby9oQcR8mg==',True,0.11,AP20135-0-56,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2013-04-01,11681.0,240.0,b'gAAAAABijUOsx9AipJm9nWj6-_rABrTeXGascyq8vRId1b1Co8B_UwUdiHdmlCjKEqul77JtHbH_QQHJUBJxMq1X0I8CXXiElvL8rFuJfva837SxySv5648=',b'gAAAAABijUOs46I6-Thnd0i6SAB1KnsWYZGUkpshUhrUKTTDlmLeC3Ac4dL2Yrog-fXe0yxDVBOI0Q3N06fKrh-huLUzZOCvSg==',False,0.15,AP20134-1-8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2018-06-01,140348.0,360.0,b'gAAAAABijUOsh8uZCJF14vpjtH5HFSpQ16vqOaVaHI-XlWLgoJluQS1utrCIPeOlzZnPgF47E2gFZdnddBnIiXqyfkyTRAFOkW2SWYOxtGr86XM-K5DO8u0=',b'gAAAAABijUOsupx6lJSrD18a2kQd3cA31P68J6K3fHqexaTaA6uYjWydjnK3Es9eJS6oL_A0Iu2KYgIxp-ZGrvaacMhfIhHYtg==',True,1.82,AP20186-1-39,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2014-04-01,21697.0,72.0,b'gAAAAABijUOsd9guCeuxdUXLoQag2IfscmV5jZRgUVrZnQTkyD4vYEfjHhwYP3Z0UoqOwwXu_cz9jzJeZ2Uv6_fnOJgw9pU5_mEIe3gtUWWntzuL3A4aIRg=',b'gAAAAABijUOs6IEaJWgCE-a_1jE7ufYcrCrmzdqyAY08jmYGLaVCQsCnZ1XUjUD0zkodhZxeYr5PdVTPuiGjESXcPpqRjR4aPA==',False,0.09,AP20144-0-29,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2016-12-01,58961.0,60.0,b'gAAAAABijUOsyTbGrOozkEydcNp-KvtO6jKl_FNDOOgqqnAvMEgx-1HOnxnSgGyniVuTxN4m5t7HVOkNFv10hhiRyuuTYRop6FTTMEUl9seroebXrGuh8zo=',b'gAAAAABijUOsbcHnrdfTiG6hEFxc6sNp0vexB2_CSaslt1E_cYDRhRScsmtlHiUtj4lbpb3wtUNp1ECSkfrDgdF7RbpoO9ghww==',False,0.54,AP201612-3-47,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2013-10-01,215438.0,18.0,b'gAAAAABijUOsL-uyp_NQV3yKXHclK9w9cz-FFfbAaZRxtXxoXLneNdKm8VTvgRmPozRRaGfRgmrO14SSb_Ffd44FBkF1Z3mUIBenj9UkRyBuPnOevKxWw4c=',b'gAAAAABijUOsFWIqeZVRy8Cb8AdFA3xc7gG1YY-fqdRYG5jhtg3t1ptqyZ4e1jcv3RwkH0vFNMtd8QjlxWDg5x7eqtWHrd-jxw==',True,0.09,AP201310-3-32,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-01,60363.0,360.0,b'gAAAAABijUOsJalIDCGiKErkrL3rOYhlEalGJM5MK95vMpCeojaKANbBB9veuJrvN_7be1m1ICObvwLSmGWEQ9_8vKdueVsjxSJZrmZ66WSZrx9EcfpZ6Ao=',b'gAAAAABijUOsGARqncO5c6PH3kIpKl4wBufuW-QwoMBxXAmEL-sQxdLAX5yrSh8aZaZcFTE5d0YmZiQbbuFmkVfSHY3sLIuWbQ==',False,0.9,AP20174-3-26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2017-12-01,15477.0,60.0,b'gAAAAABijUOs8sQUMqflmKEUXUTdXDQJxqGRfu9bEidHbkb3tLlVDtzEjNahkx04TMbyKR8raVzdzFSvCKHBMPd01VSpOaY9SQQ0wn11b6aMQcL7tJNavh4=',b'gAAAAABijUOsxjRGjJrXIMWpyfUboYtRoLdE7G2jkYwiKKRPQJRB-EIAoHZet9hReRobt-7ZGYZwgsxod_cDNe27McWBj5F9og==',False,1.3,AP201712-1-51,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-03-01,6253.0,60.0,b'gAAAAABijUOscXnSRe2bPRooeSM35HrnaTFuMJ-KxSRAeaqVMKCNrgEyRzI1oG92hynrivYBhZhpCSOliUDxs3UhBgoMyLOQ7b20L4xdW0Pv1NzDFxZgUho=',b'gAAAAABijUOsXG7eyhnbnadKvcrpiFysLHizYncgCEOEgbhVge_n3bwCZRxz2G9jcXbtb89g1lrzr1N_io5EAgOt0v5nig25IA==',True,0.79,AP20173-0-12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-11-01,22009.0,12.0,b'gAAAAABijUOsD8dGy89agI4-RiZouiewPY4SiHlCWZK3aKzF0ak27wSyAHXdmwBn3FdVB2-IIja95xzjWWTl1PM8hUA6G3yLzKn5ZCiQAq2gf4Bcd_9tXvM=',b'gAAAAABijUOsNLAtwbQ533odjWk-ykGk2gSsVntZ70zv4f3L0yLop5E7S3zb4G_Gz-vSlPwCm3e5iHSglbIIF5CtA4VSjmIU9w==',False,0.08,AP201111-3-54,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2016-08-01,34217.0,72.0,b'gAAAAABijUOsg5vVyuHd_HQNkiNXCtsBIT1Wh_q38Sih0j1sUq3h-JJ0A0ZHSs-it0CpjK6HV9quc7BcJ_t6qUWfsViFu2CLH-lTmOV4k01lwAhUs6FCNYk=',b'gAAAAABijUOsB3tdHIxSrJD23CBMMeGIZQIvFx79PFomt9wAtb1PYmp-5xPpuo2DpOyhda-bWHEhr6zv3MqeguPWJgsII7EnVQ==',False,0.4,AP20168-0-9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2017-02-01,51177.0,300.0,b'gAAAAABijUOsWf1CCw6alYSRxhAxtVrYgoc_ymRw0ElEfqxvrQ9un2X9O02wptUqY4nRc7ngvfMwfAWKr4ykkR6_I53UUp5huxg4RDXmsuy6MxXOm4H19aQ=',b'gAAAAABijUOsTA1YH07WMv-MIZcBeVnV8fRzchofXVlISES0a7_PpECS9jd3WAoDA9Trnac_f8b9_IMpthoVVV5BLARYaX-ryA==',True,0.66,AP20172-3-41,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2016-06-01,26006.0,60.0,b'gAAAAABijUOsPsFyP8J452EL9Z6oqZtGUfXqmuD2gYZZEhNVzJ6rmEj9Wd1H6vJM0cDiIqof9cAqjTEdoknc4c5ZpBxtaF0_V0ANV_Kq5ZvGDdJaT8BI5Dg=',b'gAAAAABijUOsfCPWI0eKb0QVRuyT9nEO3bVt6bAfYadwM9A97Tzy7tqQZM87i1MArQINSA6JWbufAlx4ys60sFzEx0OMDlGtrQ==',True,0.38,AP20166-1-99,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2014-06-01,28190.0,360.0,b'gAAAAABijUOsw3Raff8qk3WGnn10rqi7zQ6Tv5M_ihK-CxS_R8VYp1XmIupcIylcEM0sVzoKFSJAU35LJ9T9i7QjFPMdbiAtk483hIvyHBpVL9zo8Nb5CCI=',b'gAAAAABijUOshZ4dFPBbJU-m2Vqk7Vf8zxNEhLswvY9FC3GCgKyvYHVq6U7qLNzFrK-uH4C0DX4Ty88d0spuKNm4hg9p5sIFEg==',False,0.1,AP20146-0-5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2015-08-01,24702.0,84.0,b'gAAAAABijUOszzE8jZnW0JOou6ivMwkkM6vYCsgAp8oyCxg3pfbimbKI2Zm_q6SXdloJF7IlOkM3zAWfX_LZ7Gi-M70RYAYGglZ8hcNSwvegoZX-TFLA39U=',b'gAAAAABijUOs_klYaeQlv0wgUI2OSpyX48GW_sXl6EEfFPMPxWZJbkkfQesuQCKoDGzE0kI5qSBn0voviSJU6RZKav6Xcprddw==',False,0.14,AP20158-2-73,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2013-09-01,20523.0,48.0,b'gAAAAABijUOsnjOqsBG99ky-0PMX1bZLhXnwKVvwQ8lY7LMVPU6ZSoTQyv8EhBFlhWb2Fp0qIAPg5p8ZXCUgKERyqnpz5zOgTDJyrrkfAoTG0q10wyh7rXE=',b'gAAAAABijUOsLxXPUWpsAboyFIdZSYuXi47XojByIBKcDuS_bRsMDsgQ4nkbU1Oc808jqvfTxOiDKG21RDcZry_QiYk2LoXYCA==',False,0.08,AP20139-1-15,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2016-02-01,7538.0,12.0,b'gAAAAABijUOsV5_sXVoWsiEOdpJfbRg53ASfOrpgxks_SesK4vtEadF4w23zDKamS72gj77T7LATe2-43KF_t4oNRk2DJnoqxIJW7Z92n0y-aoTqkkLlJo0=',b'gAAAAABijUOs78LmWTRYis3A24D3CyqHHlIMsiVJACXs5F_VQwlniyagvNaHxrnllKkqUSfJUSVYN-WKj2JyOGReBE4-ce5f6A==',False,0.38,AP20162-0-66,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-01,76014.0,300.0,b'gAAAAABijUOs4dwY9k0dNqoiUnG5pNxicWwSrU_am9HKcaFnbvm8N77-qqw0kZXWD6dJ2KP_8-T5EelJIdU0pUnVOcI1S-luJxpFRz30-_aeVcpjPgFUCsE=',b'gAAAAABijUOs34wsI1ksBBmk7olZaZ_OnVMR_7CBzk9KW1niEPHXEfHHuLImEFiN2q0ODZ7dVcYPgxERkrgg0yY_l_vDRKeKrg==',False,0.12,AP201510-3-86,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2017-04-01,236049.0,72.0,b'gAAAAABijUOsCTz4OgczGlDp3qLWjqc03z8Vv0Wv4R63uR2RWUGQK0iid3euvMKMiNSWOECENHm9aON8Qgw6b9RCP3pZVzvgH3lVigLaetv_S1B11qR0N0o=',b'gAAAAABijUOscys2YD0nmFNo38MinEx4lVp5ZN8bj1J79MrwDsKw6VIwnLLRieMUbtt5wQp3aNsKzJEgFrRJRumAyo34kDz9Pg==',True,0.9,AP20174-0-73,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2013-02-01,61187.0,180.0,b'gAAAAABijUOs3vsoN3FRkzguck-SQF-eLZn38isF3oHVdYPOFNu7nmHcGL1_GSj-z69i_0x14ZMifcjjrnmmdD8QV3MavPx8wqTcrq_wsgUQaCvySi3VWUU=',b'gAAAAABijUOsU40wJHLGIFj3fc_kmYl5ssj0UI61PK9wpXiUyllJHewUHonJjdGaEnNNIJWS6lBIV4bH7HDQRSeds9j0oOFi-A==',False,0.15,AP20132-3-41,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2017-11-01,63646.0,180.0,b'gAAAAABijUOs1qY8iIyXwC1fQ-hd4wM_nrEp_Uw1xmsc-fb2ky7aMIT2adXNSu_zb7m7mM4dU6ToioQc29vJI9uZ0VGTT7hLBCsqzUGn8r1BWNFeUinOUz0=',b'gAAAAABijUOs6Z8CXseJPYHZ1HjHnaM_mdYM_oT2KGr3w0_c8rOl8WH_UCMev0mKYISHMHz8FP8Yo0J7NtomgCeXR_M-PF1v5A==',False,1.16,AP201711-0-40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2014-05-01,30763.0,360.0,b'gAAAAABijUOs9Dsafj_E0HatKMmSZ4P2micPGWDQaijcJ64wbUIt_tUh8raHSpEp_FuNOXjgMyI7pIJMUrQn6dFqR9CPDbQD7ouXSSyfTK9uuGKUbWRkLKY=',b'gAAAAABijUOs6Gw2sLxYO4QMX0NVXToJz33PMhIvUBa8UKEMj_ZJ1PvJ6GbggcuxNATP7iE_mKIn-09z9Bzt_Mhl7_TfX0mD0Q==',False,0.09,AP20145-3-20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-08-01,4656.0,72.0,b'gAAAAABijUOsN-Vz8mpdFArj4pIG2xQP0vIeeSjaMmMfmqZU_iXwUAgQgDM5bm6_Ts2MVcr-bfAFnJkld7u8gn9ZVPGeqkHQ9CpLRgjgDje3Oqt7kX18cao=',b'gAAAAABijUOs55eDozI8IeRLwxqfPlOn4OhIqhS-Q9DIU-QrkF4EWYtjibvzRL2bV6_NQ8LTgMbaR7IvjIN4rgHVJTlPZuVxoA==',False,0.1,AP20118-3-73,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2016-03-01,58.0,12.0,b'gAAAAABijUOsypN8hbKAqN3ZUwncY-Mxrjspo_001YEwAZXxIxBGtiKlQVEX8gNIKbhGFASOMGmGagW30p1llVFz58WYEpMNmuYpvfuOkVriEJ1xBGrzfBU=',b'gAAAAABijUOsIkNPHYlR1S4S-z1FYm2oI-Oy5_wpZ6Pexo7l122-4hNM_EmqTb18Cl86IYbEWGbv3HHpH70Z9CDGp47rf8UZdg==',False,0.36,AP20163-1-82,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2014-08-01,80760.0,180.0,b'gAAAAABijUOsx2INGd9X0Kl6n3jKPAwyrOrpYrUGK5LJVYpyC0hn1CTnh6eGHwghSsooSxJzx5-YpjRE9MfPB-iqcPDGLooqnHACPBsRDnmX_OcBmwVDa3k=',b'gAAAAABijUOswOm6X6DwIujZFPW5bOWMhnS6YnLMBEpBzdyZcr3MHBi_e3y3yA5sLAaJ0jffwr6iVUC0qlP9E71tNDJa-b0cGQ==',False,0.09,AP20148-2-35,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2018-11-01,517.0,60.0,b'gAAAAABijUOs6i85zzewvTYIQEY9t3PhaTdigE3_ybZ6yx4i98KTGw50latgZNPD3w4ecxi1f5dj2bXAgqXC-IV6POrbK3_WKP7YFwccNSZL_5DuARvGqao=',b'gAAAAABijUOsti0THCJ-W8DGsg9K5OW7koLNFT1FbTT-Dmcc_A-zrq4FkdiLeDvOX8ik48kNlb97ZnHVGO0rAMqNpopZHAagFA==',False,2.2,AP201811-2-41,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2012-10-01,39854.0,240.0,b'gAAAAABijUOsaak-OuQgkjtivDsN30ntaZNsdEVyVRk5Nfkci6ibrQxadFtRfNXihuhwRzNPvo6h3evAPVKSLLxcLBW-Ru7W_D2JIxycY5ddvdR-zcRrqEM=',b'gAAAAABijUOsJF0_AekcFAzaSaaXT2OqCvB83tfJ53beiOp1WdPguEZGPRF0_dspTqbZnwVACfu_47VZTe7iPd4tZybUKMrV8g==',False,0.16,AP201210-1-23,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2012-10-01,112467.0,180.0,b'gAAAAABijUOsWuQ5tMOgls8M707_B_zMqVla_QuDMBkQHGq0BsmRIFl4QMeH5GjobF2Qc6o5GX0YSqsB5C-qA0HFk9deYgTOhWmAiCVfAthto0G65xDRgMk=',b'gAAAAABijUOs2cE3j2f2Bbs0jqazih4s5bnwV0bJatjcpemBBDwZxZOyTorv8PCajiNhfrzO2FMjYkYdiRPg_yjoVKfry4LptA==',False,0.16,AP201210-0-31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2015-03-01,24486.0,72.0,b'gAAAAABijUOsdodK9LO4_oqR_8LFPgKf47wYnOaNjHwRD4ySYEMtlvZU2XnIuJV2HI-Ms3Tt6baCcksbb5Rxu_pwgzDqmqBdXDcKU0kyPlBfE789wpG3Rrs=',b'gAAAAABijUOsO7uikORiIyuSz1ewld52BRoRStjo3SUTJQW0Z1UX2MXmzbYvnvJZoxfRivn4Zphw5Yd08lrUyHREkX_Nudo4BA==',False,0.11,AP20153-0-32,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2012-04-01,38762.0,300.0,b'gAAAAABijUOswbGktunTMkU_YJ6E_aPhtteXpsj7ntq7RhjNrTdP-_NMxuw5gR6iVWiBS4r6gzqZr8KQmkHgst6WhDgDjzJJy3IsDDpuCREg9SWSBSCGolw=',b'gAAAAABijUOsmGCPV-xcCiZcyklxxzMKtpyB8aNdKg6OHcV2oPsf5ohx92teCrV0TVL1EOy5cfofdqB-k2XvZxyO6E2nsiGAZA==',False,0.14,AP20124-3-9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2015-10-01,138154.0,84.0,b'gAAAAABijUOs7VsVivuaWSLLar0VrsZedLNnLc89TGxNDOHcet_EvTSXiIeNDj5aB9UzHgdjV4E87VnEydpWYWKNxVFoxTiRZnC6S--gACF6eLhQN1l9KRI=',b'gAAAAABijUOswenPAkFy1Y4EEsrYxDhk7-CW30xHjdIzLCQcJY6OmO-oUZAayPuoaPAhRS4VeW29Lz72wnsSOxB8oHX7JQ34mQ==',True,0.12,AP201510-2-25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2017-06-01,43085.0,12.0,b'gAAAAABijUOsoj0VjSAd4nQCAbq-LMhSZEnZkplRNPS-71Ih34rSg7YHB_rbPFigcZ2DmqOpUlod3fNFrcYHBjaUFO4x8neuXN0B5Vqyv5yN4nFt9KXemwQ=',b'gAAAAABijUOsd9Vo-ravZIDXwuEtBNuWlCDumguPWQuHa3ahfpCV0DMMpkYlSLJrVvFPzyaU8wfV3cwM-ygapUg6AQ5gOGszuQ==',False,1.04,AP20176-0-97,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-01,78880.0,180.0,b'gAAAAABijUOszLKQueK3PLbHMEWnSxXVd8G_NfI8bkoqiZ6p-_PLY49h6BPgLA7rfxmBU0qI8n4obccgDKnXoXSYh0wx0YF4gZmZCf9Nv2mnnE8DB7vBufQ=',b'gAAAAABijUOsfFS9SHnRjuzK9jo0Hv-allmlmBv0t3Zt6smRt9CJiFVhvk6gnouXI2QnPrQJBS4NrymPhOXC8DpKOiEBjqPKJA==',False,0.14,AP20131-0-55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2012-07-01,74993.0,72.0,b'gAAAAABijUOs6nIMxWtMVX-DouYvhTiCmDDX5zONcYvDfyOBHRlj_BHp6o3xqhCD0P-WUa2mJu0S6uR4RI63_XD-KGTHd06K1THFQMw_adhdzfZGsDGMWlA=',b'gAAAAABijUOs556EqgH7CXXBuidwFwgstrxtLqMyUk2YnD2bXXRxLCpucl8zFvOqQs-1iaRUE0LxArcmG9WGM8HHYI1eomeTyQ==',False,0.16,AP20127-2-37,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2015-12-01,64087.0,60.0,b'gAAAAABijUOsFY2MCUj64l8RwPVUbAWWPtBijCgAYs5dQ990OKu9YHPm1QGiySFEiqNO0gIMfta4e1c5EC7101YjJcf4Ux7UYhUIkV5vSBDAJugBgr02gE4=',b'gAAAAABijUOsenZIaKHnP-26FvcHpanN2HDG11M1-BnMVLMnLo0Ti4jvRyfM27y0tXiHo7kqQzLLVh-gMGMVfhQD0ij0zc480g==',False,0.24,AP201512-3-28,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2018-04-01,60874.0,360.0,b'gAAAAABijUOsHsK6ytSnI4NyuTROA0dIvE2njkS-m1gIghCNFsawrjMwtP6rlsBphDFy8mgHUpRwNerVxVtIp_KHhZULd69dS9WxQxFL2OrMsRLWg1j9e_g=',b'gAAAAABijUOs2EXlbOgYm3AEeyvPgHUS6ITpORWNwvrCG2DlYKFnxBiBPkv-_mXwrjAIgamEB55dvnyTHUTDspZRf9I5b36ktA==',True,1.69,AP20184-3-76,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2016-03-01,108322.0,72.0,b'gAAAAABijUOsixUXh8INSMMWntICBqrhQT3U2OURk0Svr_UlgEcS7gdG7dEuztGgmObJFj1TdLCMauWTsrT42jcEsvoA8Fcu4mDXgDJMGpg6HLqUC1VfhGA=',b'gAAAAABijUOsbPnSlwetbPhAQIp8TYsxkPrprA2BRXj0ea1RL_ZLNjYsJ8BPE4vF5Ejpio6OUd8ANeQAGY5DH7cficm12enS3A==',True,0.36,AP20163-3-85,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2015-01-01,19598.0,48.0,b'gAAAAABijUOsBUvRu8whnp9shlkSGr50oKXVKww5PPC5Dgv1WmYHg5aBUiwesSEMWtXiEIaqka6iv8Lc8XDi8vAMDZegXi0H9GMKwDVgtghed3n-cl9moTE=',b'gAAAAABijUOslIK2Z98RPfeahBaAPME_6l39T_1IaAQleG-rCP3-jnySdyzcwU5RVXxBagFmiFMLuz7aD0C5FtoXGAgWQMFjFQ==',False,0.11,AP20151-0-63,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2018-04-01,49489.0,60.0,b'gAAAAABijUOsq8vrou7bdWFhCSK0CfcNdov9AHfafnyEKlI_tC1ygP9aMuoe-8R4_BiHamoq19VeJlMsnUgRUVD79JFM_TAHmJRsa-eNZQXMPTdEn3KHhcs=',b'gAAAAABijUOs0FUTTL8IneDWSGw5YkbRXf2T3diJbLVbg6cX1Y5ayzMW5VmYUecD3uUFHXYipBdzlGlZ1jhOmOkQJLvO635yKQ==',False,1.69,AP20184-0-0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2015-09-01,354654.0,360.0,b'gAAAAABijUOsv8UOAg0AXdF6Tu__XEJqqsxxAUrp5pU6np9zdL3Q_Ism3NMopjgfehMz357zXFp7jj3f4Rh-tjLtNEJ7fOeAl2PMEO9o7ldInMBr5PUS7Js=',b'gAAAAABijUOspmS5MUCtoFTN6wfaJeZbvwAl7dsSlVZFCEDun9G7prPIfhvqWBxZPLeR3dWpw6rhEpYfYFDqxZ-SOKR_ieTPrw==',True,0.14,AP20159-0-32,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2015-11-01,101255.0,300.0,b'gAAAAABijUOsdAVi29zkhRf0mGpOS2sThVbh4ZIYd5zNmKfWkf0dy82fU7FwH3md7MDvyRZnLCXR0eiLER_A0ZfCSupvg-zoubirR9DQrP0ogvabg_uV_L0=',b'gAAAAABijUOstAEEsvI0eyNFj6jMmIlF4laE6h93oIeXeV8APMcMrlAIxZIFGyZDPdzVnDPYG-ZaeN0xTLsubBBzrWSugOihFw==',False,0.12,AP201511-0-99,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2014-11-01,33851.0,12.0,b'gAAAAABijUOs6LWkddSCLlX1gKEjScUEkL46PX7NU_KbUk5wPK7dhnbisOnaZ0hxKLwdWG5D8HULGS2FTOkW_iH85E7FUZOmhf4mgI8zeHs5KWfqMtrqTr8=',b'gAAAAABijUOsvcDD3X7vFzMdVcUioLHh_0lguGTyzwiRiGFhZyH7mr2LuYKfLyr4v0HAAbxKwwimh_j-EkJWpLCWPuZWnbCUig==',True,0.09,AP201411-1-81,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
